"measure";"siteName";"date";"labName";"flowRate";"popServ";"PMMV";"value";"value_load";"value_pmmv";"value_avg14d_past";"value_load_avg14d_past";"value_pmmv_avg14d_past"
"Influenza";"Aalst";2026-02-01;NA;NA;NA;NA;NA;NA;NA;6.13107142857143;258406103422.082;0.000588236283184474
"Influenza";"Aalst";2026-02-02;"Sciensano Foodborne Pathogens";3378.96;98357;12279.64;8.655;713602052929.634;0.00070482522288927;6.38392857142857;298954831335.993;0.00058319980061055
"Influenza";"Aalst";2026-02-03;NA;NA;NA;NA;NA;NA;NA;6.55923469387755;332827772435.814;0.000576235254346824
"Influenza";"Aalst";2026-02-04;NA;NA;NA;NA;NA;NA;NA;6.65698979591837;360024926721.545;0.000567342644393294
"Influenza";"Aalst";2026-02-05;NA;NA;NA;NA;NA;NA;NA;6.67719387755102;380546294193.186;0.000556521970749961
"Influenza";"Aalst";2026-02-06;NA;NA;NA;NA;NA;NA;NA;6.61984693877551;394391874850.736;0.000543773233416825
"Influenza";"Aalst";2026-02-07;NA;NA;NA;NA;NA;NA;NA;6.48494897959184;401561668694.197;0.000529096432393886
"Influenza";"Aalst";2026-02-08;NA;NA;NA;NA;NA;NA;NA;6.2725;402055675723.567;0.000512491567681144
"Influenza";"Aalst";2026-02-09;"Sciensano Foodborne Pathogens";1071.67;98357;9133.51;1.57;41055060239.7389;0.000171894485252658;5.9825;395873895938.847;0.000493958639278599
"Influenza";"Antwerpen-Noord";2025-09-08;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";477.83;73974;17196.56;0;0;0;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-15;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";1702.96;73974;7707.14;0;0;0;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Antwerpen-Noord";2025-09-21;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-22;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";457.33;73974;12154.98;0;0;0;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-23;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-24;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-25;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-26;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-27;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-28;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-29;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";429.25;73974;7285.04;0;0;0;0;0;0
"Influenza";"Antwerpen-Noord";2025-09-30;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-01;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-02;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-03;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-04;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-05;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-06;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";NA;73974;793.06;0;NA;0;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-07;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-08;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-09;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-10;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-11;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-12;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-13;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-14;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-15;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-16;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-17;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-18;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-19;NA;NA;NA;NA;NA;NA;NA;0;NA;0
"Influenza";"Antwerpen-Noord";2025-10-20;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";994.13;73974;9837.55;0;0;0;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-21;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-22;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-23;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-24;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-25;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-26;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-27;"University of Antwerpen Laboratory for Microbiology, Parasitology and Hygiene (LMPH)";1933.67;73974;14551.08;0;0;0;0;0;0
"Influenza";"Antwerpen-Noord";2025-10-28;NA;NA;NA;NA;NA;NA;NA;0.00137755102040816;50163261.9955274;1.38833001464184e-07
"Influenza";"Antwerpen-Noord";2025-10-29;NA;NA;NA;NA;NA;NA;NA;0.00413265306122449;135440807.387924;4.16499004392553e-07
"Influenza";"Antwerpen-Noord";2025-10-30;NA;NA;NA;NA;NA;NA;NA;0.00826530612244898;246256013.432589;8.32998008785105e-07
"Influenza";"Antwerpen-Noord";2025-10-31;NA;NA;NA;NA;NA;NA;NA;0.0137755102040816;376224464.966455;1.38833001464184e-06
"Influenza";"Antwerpen-Noord";2025-11-01;NA;NA;NA;NA;NA;NA;NA;0.0206632653061224;520926182.261246;2.08249502196276e-06
"Influenza";"Antwerpen-Noord";2025-11-02;NA;NA;NA;NA;NA;NA;NA;0.0289285714285714;677204036.93962;2.91549303074787e-06
